address,twitter_handle,pnl_30d,pnl_7d,pnl_1d,winrate_7d,txs_30d,token_active,last_active,is_blue_verified,avg_holding_period_7d,score,rank,last_updated,is_active,timestamp
96sErVjEN7LNJ6Uvj63bdRWZxNuBngj56fnT9biHLKBf,OrangeSBS,0.1844503298232376,0.0261995024941324,0.0887164698153012,0.3076923076923077,1117,131,1753034614,True,6842.76,0.2598311340305695,19,2025-07-20T15:40:39.197904,True,2025-07-20 15:40:39.209742
7nihQa2AZBYzXS4sDHZidYG8EvfphYwiBLYpo7FBSkc5,,0.1126242527247771,0.1126242527247771,-0.2204322082609985,0.34375,997,35,1753017269,False,42220.53125,0.2382414583453952,20,2025-07-20T15:40:39.193620,True,2025-07-20 15:40:39.209742
8CRGEUBcBztAUgd61VY7ss3eW17R7HVvnvhtjKB5Y4G4,,697.7092197223031,697.7092197223031,697.7092197223031,1.0,149,10,1755584081,False,43561.545454545456,0.881587409231201,1,2025-08-19T01:16:07.621187,True,2025-08-19 01:16:07.639935
vTSCoiCrTWCCD1T9pcgjnEG1N8CAgLkipagzuXXyWdU,,0.6141510040445927,0.6141510040445927,-0.0622758968419188,0.6595744680851063,509,92,1755570538,False,24497.36,0.3216815967735982,2,2025-08-19T01:16:07.628977,True,2025-08-19 01:16:07.639935
CChcZtUXCv7CDp6vq9Zto6oqG4eE1nbHGh8AwA4ZRfnC,,0.4336066506375747,0.4336066506375747,,0.7701863354037267,1941,483,1755428878,False,18.8,0.3191336204456583,3,2025-08-19T01:16:07.625177,True,2025-08-19 01:16:07.639935
DYAn4XpAkN5mhiXkRB7dGq4Jadnx6XYgu8L5b3WGhbrt,KayTheDoc,0.2388420579741919,0.3511513774149211,0.6282612317904969,0.6621621621621622,2306,229,1755583883,True,7383.84,0.3159822025783995,4,2025-08-19T01:16:07.630961,True,2025-08-19 01:16:07.639935
DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,Euris_JT,0.1750992185459794,0.1442764952839718,0.0630092799238957,0.6238532110091743,7307,535,1755583273,True,16707.18,0.3008157709284862,5,2025-08-19T01:16:07.622187,True,2025-08-19 01:16:07.639935
4DdrfiDHpmx55i4SPssxVzS9ZaKLb8qr45NKY9Er9nNh,TheMisterFrog,0.050910232945909,0.1281706411806432,0.0496948668401625,0.8702290076335878,7817,137,1755579570,True,13223.96,0.2985406076216717,6,2025-08-19T01:16:07.626176,True,2025-08-19 01:16:07.639935
ooooWw86ipKYVA5tCYPF6EgVPBJtLy4THwy7iRZoWgC,,0.3705088144503167,0.3705088144503167,0.4138276810617268,0.7056603773584905,1434,531,1755570246,False,1368.68,0.2853753731713558,7,2025-08-19T01:16:07.626176,True,2025-08-19 01:16:07.640933
DHm7W3k4Xqk7UseFkLb1DCjiFkk9rDh8qz9sEevrt8n,,0.3210452563948898,0.3210452563948898,,0.6756756756756757,1930,481,1755428878,False,17.52,0.2846570777515277,8,2025-08-19T01:16:07.629963,True,2025-08-19 01:16:07.640933
GJA1HEbxGnqBhBifH9uQauzXSB53to5rhDrzmKxhSU65,Latuche95,0.0369170958495396,0.1253030158722833,2.9519008895083374,0.453416149068323,4659,163,1755547073,True,6744.44,0.2470508505049658,9,2025-08-19T01:16:07.631958,True,2025-08-19 01:16:07.640933
4BdKaxN8G6ka4GYtQQWk4G4dZRUTX2vQH9GcXdBREFUk,jijo_exe,0.2696264035921675,0.2653206289262976,0.3033520340229821,0.6719367588932806,2010,253,1755564889,True,542.38,0.2425852575246717,10,2025-08-19T01:16:07.627172,True,2025-08-19 01:16:07.640933
EHg5YkU2SZBTvuT87rUsvxArGp3HLeye1fXaSDfuMyaf,tilcrypto,0.171134466277309,0.1395886394053642,0.1399402677512679,0.4439918533604888,5910,492,1755546609,True,380.12,0.1970587693246071,11,2025-08-19T01:16:07.623182,True,2025-08-19 01:16:07.640933
BCnqsPEtA1TkgednYEebRpkmwFRJDCjMQcKZMMtEdArc,kreo444,0.1005646259012206,0.1097858589031317,0.0851942047602511,0.4459203036053131,4555,520,1755583845,True,82.96,0.1930586194523159,12,2025-08-19T01:16:07.629963,True,2025-08-19 01:16:07.640933
8CRGEUBcBztAUgd61VY7ss3eW17R7HVvnvhtjKB5Y4G4,,699.1452975839118,699.1452975839118,699.1452975839118,1.0,158,10,1755584516,False,40633.75,0.8810136338734569,1,2025-08-19T01:30:25.273600,True,2025-08-19 01:30:25.289221
vTSCoiCrTWCCD1T9pcgjnEG1N8CAgLkipagzuXXyWdU,,0.6141510040445927,0.6141510040445927,-0.0622758968419188,0.6595744680851063,509,92,1755570538,False,24556.4,0.3216929856624871,2,2025-08-19T01:30:25.273600,True,2025-08-19 01:30:25.289221
CChcZtUXCv7CDp6vq9Zto6oqG4eE1nbHGh8AwA4ZRfnC,,0.4336066506375747,0.4336066506375747,0.0,0.7701863354037267,1941,483,1755428878,False,18.8,0.3191336204456583,3,2025-08-19T01:30:25.273600,True,2025-08-19 01:30:25.289221
DYAn4XpAkN5mhiXkRB7dGq4Jadnx6XYgu8L5b3WGhbrt,KayTheDoc,0.2388420579741919,0.3511513774149211,0.6282612317904969,0.6636363636363637,2306,229,1755583883,True,7383.84,0.3162770428732397,4,2025-08-19T01:30:25.273600,True,2025-08-19 01:30:25.289221
DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,Euris_JT,0.1752018990246747,0.1447182436050454,0.0665112635481729,0.6245421245421245,7311,535,1755584665,True,16721.94,0.3010940978876071,5,2025-08-19T01:30:25.273600,True,2025-08-19 01:30:25.289221
4DdrfiDHpmx55i4SPssxVzS9ZaKLb8qr45NKY9Er9nNh,TheMisterFrog,0.050910232945909,0.1281706411806432,0.0496948668401625,0.8702290076335878,7817,137,1755579570,True,13238.7,0.2985434509858691,6,2025-08-19T01:30:25.273600,True,2025-08-19 01:30:25.289221
ooooWw86ipKYVA5tCYPF6EgVPBJtLy4THwy7iRZoWgC,,0.3705088144503167,0.3705088144503167,0.4138276810617268,0.7056603773584905,1434,531,1755570246,False,1368.68,0.2853753731713558,7,2025-08-19T01:30:25.273600,True,2025-08-19 01:30:25.289221
DHm7W3k4Xqk7UseFkLb1DCjiFkk9rDh8qz9sEevrt8n,,0.3210452563948898,0.3210452563948898,0.0,0.6756756756756757,1930,481,1755428878,False,17.52,0.2846570777515277,8,2025-08-19T01:30:25.273600,True,2025-08-19 01:30:25.289221
GJA1HEbxGnqBhBifH9uQauzXSB53to5rhDrzmKxhSU65,Latuche95,0.0369170958495396,0.1253030158722833,2.9519008895083374,0.453416149068323,4659,163,1755547073,True,6744.44,0.2470508505049658,9,2025-08-19T01:30:25.273600,True,2025-08-19 01:30:25.289221
4BdKaxN8G6ka4GYtQQWk4G4dZRUTX2vQH9GcXdBREFUk,jijo_exe,0.2696264035921675,0.2653206289262976,0.3033520340229821,0.6719367588932806,2010,253,1755564889,True,542.38,0.2425852575246717,10,2025-08-19T01:30:25.273600,True,2025-08-19 01:30:25.289221
EHg5YkU2SZBTvuT87rUsvxArGp3HLeye1fXaSDfuMyaf,tilcrypto,0.171134466277309,0.1395886394053642,0.1399402677512679,0.4439918533604888,5910,492,1755546609,True,380.12,0.1970587693246071,11,2025-08-19T01:30:25.273600,True,2025-08-19 01:30:25.289221
BCnqsPEtA1TkgednYEebRpkmwFRJDCjMQcKZMMtEdArc,kreo444,0.1005646259012206,0.1097858589031317,0.0851942047602511,0.4459203036053131,4555,520,1755583845,True,82.96,0.1930586194523159,12,2025-08-19T01:30:25.273600,True,2025-08-19 01:30:25.289221
