timestamp,overall_sentiment,sentiment_score,confidence,total_tokens_analyzed,bullish_tokens,bearish_tokens,neutral_tokens,SOL_action,SOL_sentiment_score,SOL_confidence,SOL_price,SOL_market_regime,WIF_action,WIF_sentiment_score,WIF_confidence,WIF_price,WIF_market_regime,BOME_action,BOME_sentiment_score,BOME_confidence,BOME_price,BOME_market_regime,JTO_action,JTO_sentiment_score,JTO_confidence,JTO_price,JTO_market_regime,PYTH_action,PYTH_sentiment_score,PYTH_confidence,PYTH_price,PYTH_market_regime
1767079883.311219,STRONG_BULLISH,99.95,76.0,5,5,0,0,BUY,100.0,70.0,123.84,VOLATILE_BREAKOUT,BUY,100.0,85,0.28703,VOLATILE_BREAKOUT,BUY,100.0,75,0.000539,VOLATILE_BREAKOUT,BUY,99.0,75,0.3855,SIDEWAYS,BUY,100.0,75,0.058418,NEUTRAL
1767080730.739484,STRONG_BULLISH,99.91666666666666,79.99999999999999,4,4,0,0,,,,,,BUY,100.0,85,0.28797,VOLATILE_BREAKOUT,BUY,100.0,75,0.000538,VOLATILE_BREAKOUT,BUY,99.0,75,0.38647,SIDEWAYS,BUY,100.0,75,0.058463,NEUTRAL
1767081471.336116,STRONG_BULLISH,99.95,74.5,5,5,0,0,BUY,100.0,70.0,124.04,VOLATILE_BREAKOUT,BUY,100.0,80,0.28787,VOLATILE_BREAKOUT,BUY,100.0,75,0.000537,VOLATILE_BREAKOUT,BUY,99.0,75,0.3864,SIDEWAYS,BUY,100.0,75,0.058516,NEUTRAL
1767082504.535328,STRONG_BULLISH,99.9,79.5,5,5,0,0,BUY,100.0,75.0,124.94,VOLATILE_BREAKOUT,BUY,100.0,90,0.29093,VOLATILE_BREAKOUT,BUY,100.0,75,0.000545,VOLATILE_BREAKOUT,BUY,99.0,75,0.39165,SIDEWAYS,BUY,99.0,75,0.059235,SIDEWAYS
1767083275.246332,STRONG_BULLISH,99.62,77.75,5,5,0,0,BUY,100.0,75.0,124.59,VOLATILE_BREAKOUT,BUY,100.0,85,0.28844,VOLATILE_BREAKOUT,BUY,100.0,75,0.000543,VOLATILE_BREAKOUT,BUY,92.4,70,0.38942,SIDEWAYS,BUY,100.0,75,0.058981,NEUTRAL
1767083284.041619,STRONG_BULLISH,99.62,77.75,5,5,0,0,BUY,100.0,75.0,124.63,VOLATILE_BREAKOUT,BUY,100.0,85,0.28844,VOLATILE_BREAKOUT,BUY,100.0,75,0.000543,VOLATILE_BREAKOUT,BUY,92.4,70,0.38942,SIDEWAYS,BUY,100.0,75,0.058981,NEUTRAL
1767083523.30924,STRONG_BULLISH,99.95,76.5,5,5,0,0,BUY,100.0,75.0,124.68,VOLATILE_BREAKOUT,BUY,100.0,80,0.2883,VOLATILE_BREAKOUT,BUY,100.0,75,0.000543,VOLATILE_BREAKOUT,BUY,99.0,75,0.39002,SIDEWAYS,BUY,100.0,75,0.058912,NEUTRAL
1767084370.940134,STRONG_BULLISH,99.95,78.0,5,5,0,0,BUY,100.0,75.0,124.77,VOLATILE_BREAKOUT,BUY,100.0,85,0.28815,VOLATILE_BREAKOUT,BUY,100.0,75,0.000543,VOLATILE_BREAKOUT,BUY,99.0,75,0.39003,SIDEWAYS,BUY,100.0,75,0.05891,NEUTRAL
1767085110.916307,STRONG_BULLISH,99.62,77.75,5,5,0,0,BUY,100.0,75.0,124.74,VOLATILE_BREAKOUT,BUY,100.0,85,0.28808,VOLATILE_BREAKOUT,BUY,100.0,75,0.000543,VOLATILE_BREAKOUT,BUY,92.4,70,0.38964,SIDEWAYS,BUY,100.0,75,0.058966,NEUTRAL
1767086161.488818,STRONG_BULLISH,100.0,77.75,5,5,0,0,BUY,100.0,75.0,124.73,VOLATILE_BREAKOUT,BUY,100.0,85,0.28843,VOLATILE_BREAKOUT,BUY,100.0,75,0.000543,VOLATILE_BREAKOUT,BUY,100.0,70,0.39325,WEAK_TREND,BUY,100.0,75,0.058972,NEUTRAL
1767086932.344312,STRONG_BULLISH,100.0,77.5,5,5,0,0,BUY,100.0,75.0,124.46,VOLATILE_BREAKOUT,BUY,100.0,85,0.28873,VOLATILE_BREAKOUT,BUY,100.0,75,0.000542,VOLATILE_BREAKOUT,BUY,100.0,65,0.39293,WEAK_TREND,BUY,100.0,75,0.058964,NEUTRAL
1767086940.504192,STRONG_BULLISH,100.0,79.25,5,5,0,0,BUY,100.0,75.0,124.46,VOLATILE_BREAKOUT,BUY,100.0,90,0.28873,VOLATILE_BREAKOUT,BUY,100.0,75,0.000542,VOLATILE_BREAKOUT,BUY,100.0,70,0.39293,WEAK_TREND,BUY,100.0,75,0.058964,NEUTRAL
1767087178.026116,STRONG_BULLISH,99.62,77.75,5,5,0,0,BUY,100.0,75.0,124.51,VOLATILE_BREAKOUT,BUY,100.0,85,0.28886,VOLATILE_BREAKOUT,BUY,100.0,75,0.000542,VOLATILE_BREAKOUT,BUY,92.4,70,0.38977,SIDEWAYS,BUY,100.0,75,0.058971,NEUTRAL
1767088033.48621,STRONG_BULLISH,99.62,76.25,5,5,0,0,BUY,100.0,75.0,124.57,VOLATILE_BREAKOUT,BUY,100.0,80,0.28952,VOLATILE_BREAKOUT,BUY,100.0,75,0.000542,VOLATILE_BREAKOUT,BUY,92.4,70,0.38992,SIDEWAYS,BUY,100.0,75,0.058924,NEUTRAL
1767088773.442808,STRONG_BULLISH,99.9,79.5,5,5,0,0,BUY,100.0,75.0,124.86,VOLATILE_BREAKOUT,BUY,100.0,90,0.29095,VOLATILE_BREAKOUT,BUY,100.0,75,0.000542,VOLATILE_BREAKOUT,BUY,99.0,75,0.39168,SIDEWAYS,BUY,99.0,75,0.059073,SIDEWAYS
1767128697.877051,STRONG_BULLISH,100.0,76.0,5,5,0,0,BUY,100.0,70.0,124.03,NEUTRAL,BUY,100.0,85,0.27829,VOLATILE_BREAKOUT,BUY,100.0,75,0.000538,VOLATILE_BREAKOUT,BUY,100.0,75,0.39311,NEUTRAL,BUY,100.0,75,0.058571,NEUTRAL
1767132342.68693,STRONG_BULLISH,100.0,78.75,5,5,0,0,BUY,100.0,70.0,124.06,NEUTRAL,BUY,100.0,85,0.27816,VOLATILE_BREAKOUT,BUY,100.0,90,0.000534,VOLATILE_BREAKOUT,BUY,100.0,70,0.39291,NEUTRAL,BUY,100.0,75,0.058392,NEUTRAL
1767133576.844743,STRONG_BULLISH,100.0,79.0,5,5,0,0,BUY,100.0,70.0,124.47,NEUTRAL,BUY,100.0,85,0.27838,VOLATILE_BREAKOUT,BUY,100.0,90,0.000534,VOLATILE_BREAKOUT,BUY,100.0,75,0.39303,NEUTRAL,BUY,100.0,75,0.058519,NEUTRAL
1767135998.315722,STRONG_BULLISH,100.0,79.0,5,5,0,0,BUY,100.0,70.0,124.37,NEUTRAL,BUY,100.0,85,0.278,VOLATILE_BREAKOUT,BUY,100.0,90,0.000534,VOLATILE_BREAKOUT,BUY,100.0,75,0.39385,NEUTRAL,BUY,100.0,75,0.058393,NEUTRAL
1767139657.518263,STRONG_BULLISH,100.0,76.5,5,5,0,0,BUY,100.0,75.0,124.85,NEUTRAL,BUY,100.0,80,0.27606,VOLATILE_BREAKOUT,BUY,100.0,75,0.000532,VOLATILE_BREAKOUT,BUY,100.0,75,0.39384,NEUTRAL,BUY,100.0,75,0.058506,NEUTRAL
1767143314.596672,BULLISH,70.705,74.5,5,4,0,1,BUY,100.0,75.0,124.98,NEUTRAL,BUY,100.0,80,0.27706,VOLATILE_BREAKOUT,NOTHING,-46.475,65,0.000533,VOLATILE_BREAKOUT,BUY,100.0,75,0.39325,NEUTRAL,BUY,100.0,75,0.058563,NEUTRAL
1767146978.912922,STRONG_BULLISH,100.0,79.5,5,5,0,0,BUY,100.0,75.0,125.37,NEUTRAL,BUY,100.0,90,0.27508,VOLATILE_BREAKOUT,BUY,100.0,75,0.000537,VOLATILE_BREAKOUT,BUY,100.0,75,0.39544,NEUTRAL,BUY,100.0,75,0.058912,NEUTRAL
1767149408.523958,STRONG_BULLISH,100.0,78.0,5,5,0,0,BUY,100.0,75.0,125.59,NEUTRAL,BUY,100.0,85,0.27541,VOLATILE_BREAKOUT,BUY,100.0,75,0.000537,VOLATILE_BREAKOUT,BUY,100.0,75,0.39475,NEUTRAL,BUY,100.0,75,0.058735,NEUTRAL
1767150072.700825,STRONG_BULLISH,100.0,77.75,5,5,0,0,BUY,100.0,75.0,125.95,NEUTRAL,BUY,100.0,85,0.27525,VOLATILE_BREAKOUT,BUY,100.0,75,0.000537,VOLATILE_BREAKOUT,BUY,100.0,70,0.39487,NEUTRAL,BUY,100.0,75,0.058746,NEUTRAL
1767151439.838037,STRONG_BULLISH,100.0,78.0,5,5,0,0,BUY,100.0,75.0,125.45,NEUTRAL,BUY,100.0,85,0.27358,VOLATILE_BREAKOUT,BUY,100.0,75,0.000537,VOLATILE_BREAKOUT,BUY,100.0,75,0.39347,NEUTRAL,BUY,100.0,75,0.058611,NEUTRAL
1767154672.709386,STRONG_BULLISH,100.0,78.0,5,5,0,0,BUY,100.0,75.0,125.54,NEUTRAL,BUY,100.0,85,0.27479,VOLATILE_BREAKOUT,BUY,100.0,75,0.000535,VOLATILE_BREAKOUT,BUY,100.0,75,0.39403,NEUTRAL,BUY,100.0,75,0.058731,NEUTRAL
1767157107.414056,STRONG_BULLISH,100.0,80.75,5,5,0,0,BUY,100.0,75.0,125.45,NEUTRAL,BUY,100.0,85,0.27503,VOLATILE_BREAKOUT,BUY,100.0,90,0.000536,VOLATILE_BREAKOUT,BUY,100.0,70,0.39228,NEUTRAL,BUY,100.0,75,0.058578,NEUTRAL
1767157718.405383,STRONG_BULLISH,100.0,80.75,5,5,0,0,BUY,100.0,75.0,125.61,NEUTRAL,BUY,100.0,85,0.27594,VOLATILE_BREAKOUT,BUY,100.0,90,0.000536,VOLATILE_BREAKOUT,BUY,100.0,70,0.39254,NEUTRAL,BUY,100.0,75,0.058623,NEUTRAL
1767160999.849233,STRONG_BULLISH,95.0,78.5,5,4,0,1,BUY,100.0,75.0,125.6,NEUTRAL,BUY,100.0,85,0.27632,VOLATILE_BREAKOUT,BUY,100.0,80,0.000538,VOLATILE_BREAKOUT,NOTHING,0.0,65,0.39196,NEUTRAL,BUY,100.0,75,0.058583,NEUTRAL
1767163014.760789,STRONG_BULLISH,100.0,77.75,5,5,0,0,BUY,100.0,75.0,125.9,NEUTRAL,BUY,100.0,85,0.27574,VOLATILE_BREAKOUT,BUY,100.0,75,0.000539,VOLATILE_BREAKOUT,BUY,100.0,70,0.39165,NEUTRAL,BUY,100.0,75,0.058577,NEUTRAL
1767165773.469024,STRONG_BULLISH,100.0,77.75,5,5,0,0,BUY,100.0,75.0,125.71,NEUTRAL,BUY,100.0,85,0.2757,VOLATILE_BREAKOUT,BUY,100.0,75,0.000538,VOLATILE_BREAKOUT,BUY,100.0,70,0.39003,NEUTRAL,BUY,100.0,75,0.058402,NEUTRAL
1767169434.94307,STRONG_BULLISH,100.0,80.5,5,5,0,0,BUY,100.0,80.0,125.97,SIDEWAYS,BUY,100.0,85,0.27621,VOLATILE_BREAKOUT,BUY,100.0,75,0.000538,VOLATILE_BREAKOUT,BUY,100.0,75,0.39064,NEUTRAL,BUY,100.0,85,0.058558,NEUTRAL
1767173089.570292,STRONG_BULLISH,100.0,82.5,5,5,0,0,BUY,100.0,80.0,125.79,SIDEWAYS,BUY,100.0,85,0.2748,VOLATILE_BREAKOUT,BUY,100.0,85,0.000536,VOLATILE_BREAKOUT,BUY,100.0,75,0.38992,NEUTRAL,BUY,100.0,85,0.058019,VOLATILE_BREAKOUT
1767176763.440115,STRONG_BULLISH,100.0,83.5,5,5,0,0,BUY,100.0,80.0,126.03,NEUTRAL,BUY,100.0,85,0.27494,VOLATILE_BREAKOUT,BUY,100.0,90,0.000536,VOLATILE_BREAKOUT,BUY,100.0,75,0.39062,NEUTRAL,BUY,100.0,85,0.057899,VOLATILE_BREAKOUT
1767180484.210994,STRONG_BULLISH,100.0,80.5,5,5,0,0,BUY,100.0,75.0,126.29,NEUTRAL,BUY,100.0,85,0.2749,VOLATILE_BREAKOUT,BUY,100.0,85,0.000536,VOLATILE_BREAKOUT,BUY,100.0,75,0.39134,NEUTRAL,BUY,100.0,85,0.057627,VOLATILE_BREAKOUT
1767184141.126854,STRONG_BULLISH,100.0,81.5,5,5,0,0,BUY,100.0,75.0,126.47,NEUTRAL,BUY,100.0,85,0.27444,VOLATILE_BREAKOUT,BUY,100.0,90,0.000538,VOLATILE_BREAKOUT,BUY,100.0,75,0.39122,NEUTRAL,BUY,100.0,85,0.057514,VOLATILE_BREAKOUT
1767187799.989274,STRONG_BULLISH,99.6,80.5,5,5,0,0,BUY,99.0,75.0,126.36,SIDEWAYS,BUY,100.0,85,0.27436,VOLATILE_BREAKOUT,BUY,100.0,85,0.000538,VOLATILE_BREAKOUT,BUY,100.0,75,0.39213,NEUTRAL,BUY,100.0,85,0.057585,VOLATILE_BREAKOUT
1767205823.580454,STRONG_BULLISH,99.6,81.5,5,5,0,0,BUY,99.0,75.0,125.41,SIDEWAYS,BUY,100.0,85,0.26542,VOLATILE_BREAKOUT,BUY,100.0,90,0.00052,VOLATILE_BREAKOUT,BUY,100.0,75,0.38273,NEUTRAL,BUY,100.0,85,0.054871,VOLATILE_BREAKOUT
1767209875.285847,STRONG_BULLISH,99.6,80.5,5,5,0,0,BUY,99.0,75.0,124.77,SIDEWAYS,BUY,100.0,85,0.26852,VOLATILE_BREAKOUT,BUY,100.0,85,0.000529,VOLATILE_BREAKOUT,BUY,100.0,75,0.38834,NEUTRAL,BUY,100.0,85,0.055437,VOLATILE_BREAKOUT
1767213527.401792,STRONG_BULLISH,91.96,79.0,5,4,0,1,BUY,92.4,70.0,123.82,SIDEWAYS,BUY,100.0,85,0.26944,VOLATILE_BREAKOUT,BUY,100.0,90,0.000531,VOLATILE_BREAKOUT,NOTHING,0.0,65,0.38517,NEUTRAL,BUY,100.0,85,0.055366,VOLATILE_BREAKOUT
1767217179.896375,STRONG_BULLISH,91.96,76.25,5,4,0,1,BUY,92.4,70.0,124.22,SIDEWAYS,BUY,100.0,85,0.27103,VOLATILE_BREAKOUT,BUY,100.0,75,0.000539,NEUTRAL,NOTHING,0.0,65,0.38833,NEUTRAL,BUY,100.0,90,0.055941,VOLATILE_BREAKOUT
1767220841.192202,STRONG_BULLISH,94.6,78.25,5,4,0,1,BUY,99.0,75.0,124.93,SIDEWAYS,BUY,100.0,85,0.27119,VOLATILE_BREAKOUT,BUY,100.0,75,0.000544,NEUTRAL,NOTHING,0.0,65,0.39266,NEUTRAL,BUY,100.0,90,0.055963,VOLATILE_BREAKOUT
1767224564.187289,STRONG_BULLISH,94.6,78.0,5,4,0,1,BUY,99.0,75.0,124.83,SIDEWAYS,BUY,100.0,85,0.27037,VOLATILE_BREAKOUT,BUY,100.0,75,0.000546,NEUTRAL,NOTHING,0.0,65,0.39144,NEUTRAL,BUY,100.0,85,0.055977,VOLATILE_BREAKOUT
1767228219.733866,STRONG_BULLISH,99.6,78.5,5,5,0,0,BUY,99.0,75.0,125.08,SIDEWAYS,BUY,100.0,85,0.27023,VOLATILE_BREAKOUT,BUY,100.0,75,0.000542,VOLATILE_BREAKOUT,BUY,100.0,70,0.39158,NEUTRAL,BUY,100.0,90,0.055868,VOLATILE_BREAKOUT
1767231880.029842,STRONG_BULLISH,100.0,78.5,5,5,0,0,BUY,100.0,75.0,125.42,NEUTRAL,BUY,100.0,85,0.26935,VOLATILE_BREAKOUT,BUY,100.0,75,0.000542,VOLATILE_BREAKOUT,BUY,100.0,70,0.39096,NEUTRAL,BUY,100.0,90,0.055801,VOLATILE_BREAKOUT
1767235533.124937,STRONG_BULLISH,96.96,76.5,5,5,0,0,BUY,92.4,70.0,125.01,SIDEWAYS,BUY,100.0,85,0.26887,VOLATILE_BREAKOUT,BUY,100.0,75,0.000546,VOLATILE_BREAKOUT,BUY,100.0,75,0.39164,NEUTRAL,BUY,100.0,85,0.055657,VOLATILE_BREAKOUT
1767239171.46578,STRONG_BULLISH,96.96,76.75,5,5,0,0,BUY,92.4,70.0,125.35,SIDEWAYS,BUY,100.0,85,0.26911,VOLATILE_BREAKOUT,BUY,100.0,75,0.000541,VOLATILE_BREAKOUT,BUY,100.0,75,0.39117,NEUTRAL,BUY,100.0,90,0.055738,VOLATILE_BREAKOUT
1767242811.050305,STRONG_BULLISH,100.0,76.5,5,5,0,0,BUY,100.0,70.0,124.85,NEUTRAL,BUY,100.0,85,0.26891,VOLATILE_BREAKOUT,BUY,100.0,75,0.000538,VOLATILE_BREAKOUT,BUY,100.0,70,0.39038,NEUTRAL,BUY,100.0,90,0.055633,VOLATILE_BREAKOUT
1767246454.069994,STRONG_BULLISH,100.0,76.0,5,5,0,0,BUY,100.0,70.0,125.18,NEUTRAL,BUY,100.0,85,0.27033,VOLATILE_BREAKOUT,BUY,100.0,75,0.000538,VOLATILE_BREAKOUT,BUY,100.0,75,0.39404,NEUTRAL,BUY,100.0,75,0.056159,VOLATILE_BREAKOUT
1767250119.000574,STRONG_BULLISH,100.0,76.75,5,5,0,0,BUY,100.0,70.0,124.93,NEUTRAL,BUY,100.0,85,0.27127,VOLATILE_BREAKOUT,BUY,100.0,75,0.00055,VOLATILE_BREAKOUT,BUY,100.0,75,0.39777,NEUTRAL,BUY,100.0,90,0.055975,VOLATILE_BREAKOUT
1767297537.851471,STRONG_BULLISH,89.7,78.75,5,4,1,0,BUY,100.0,75.0,125.71,NEUTRAL,BUY,99.0,75,0.28884,SIDEWAYS,BUY,100.0,90,0.000574,NEUTRAL,SELL,-100.0,80,0.41326,NEUTRAL,BUY,100.0,85,0.061468,NEUTRAL
1767301194.295716,WEAK_BULLISH,49.7,76.25,5,3,2,0,BUY,100.0,75.0,125.34,NEUTRAL,BUY,99.0,75,0.29084,SIDEWAYS,SELL,-100.0,80,0.000575,NEUTRAL,SELL,-100.0,80,0.41376,VOLATILE_BREAKOUT,BUY,100.0,75,0.061662,NEUTRAL
1767304850.552162,STRONG_BULLISH,89.7,78.0,5,4,1,0,BUY,100.0,75.0,125.38,NEUTRAL,BUY,99.0,75,0.29125,SIDEWAYS,BUY,100.0,90,0.000578,NEUTRAL,SELL,-100.0,75,0.41321,VOLATILE_BREAKOUT,BUY,100.0,75,0.061373,NEUTRAL
1767308508.352981,STRONG_BULLISH,90.0,77.25,5,4,1,0,BUY,100.0,75.0,126.21,NEUTRAL,BUY,100.0,75,0.30035,NEUTRAL,BUY,100.0,85,0.000596,VOLATILE_BREAKOUT,SELL,-100.0,80,0.41836,VOLATILE_BREAKOUT,BUY,100.0,75,0.062307,NEUTRAL
1767312169.920521,STRONG_BULLISH,90.0,82.5,5,4,1,0,BUY,100.0,75.0,127.04,NEUTRAL,BUY,100.0,90,0.30223,NEUTRAL,BUY,100.0,90,0.000594,VOLATILE_BREAKOUT,SELL,-100.0,80,0.42284,VOLATILE_BREAKOUT,BUY,100.0,70,0.062007,NEUTRAL
1767315826.309543,WEAK_BULLISH,49.7,77.25,5,3,2,0,BUY,100.0,75.0,126.68,NEUTRAL,BUY,99.0,75,0.2947,SIDEWAYS,SELL,-100.0,85,0.000593,VOLATILE_BREAKOUT,SELL,-100.0,80,0.41689,VOLATILE_BREAKOUT,BUY,100.0,75,0.061295,NEUTRAL
1767319483.137095,WEAK_BULLISH,47.72,75.5,5,3,2,0,BUY,100.0,75.0,125.98,NEUTRAL,BUY,92.4,70,0.29395,SIDEWAYS,SELL,-100.0,85,0.000591,VOLATILE_BREAKOUT,SELL,-100.0,80,0.41888,VOLATILE_BREAKOUT,BUY,100.0,70,0.061309,NEUTRAL
1767507426.992495,STRONG_BEARISH,-90.0,81.0,5,1,4,0,SELL,-100.0,80.0,134.39,VOLATILE_BREAKOUT,SELL,-100.0,80,0.35294,STRONG_TREND,SELL,-100.0,85,0.000725,STRONG_TREND,SELL,-100.0,85,0.47853,STRONG_TREND,BUY,100.0,75,0.065978,VOLATILE_BREAKOUT
1767511098.440714,STRONG_BEARISH,-90.0,82.5,5,1,4,0,SELL,-100.0,80.0,133.86,VOLATILE_BREAKOUT,SELL,-100.0,85,0.35418,STRONG_TREND,SELL,-100.0,85,0.000709,STRONG_TREND,SELL,-100.0,85,0.47112,STRONG_TREND,BUY,100.0,75,0.064915,VOLATILE_BREAKOUT
1767514741.818701,STRONG_BEARISH,-90.0,81.25,5,1,4,0,SELL,-100.0,80.0,133.56,VOLATILE_BREAKOUT,SELL,-100.0,85,0.35776,VOLATILE_BREAKOUT,SELL,-100.0,80,0.000713,STRONG_TREND,SELL,-100.0,80,0.47794,VOLATILE_BREAKOUT,BUY,100.0,75,0.065098,VOLATILE_BREAKOUT
1767537971.545784,STRONG_BEARISH,-90.0,83.25,5,1,4,0,SELL,-100.0,80.0,134.52,VOLATILE_BREAKOUT,SELL,-100.0,85,0.38521,VOLATILE_BREAKOUT,SELL,-100.0,85,0.000801,STRONG_TREND,SELL,-100.0,85,0.48319,VOLATILE_BREAKOUT,BUY,100.0,90,0.067139,VOLATILE_BREAKOUT
1767541640.397695,STRONG_BEARISH,-90.0,83.0,5,1,4,0,SELL,-100.0,80.0,134.34,VOLATILE_BREAKOUT,SELL,-100.0,85,0.4004,STRONG_TREND,SELL,-100.0,85,0.000787,STRONG_TREND,SELL,-100.0,85,0.4846,VOLATILE_BREAKOUT,BUY,100.0,85,0.06732,VOLATILE_BREAKOUT
1767544852.284724,STRONG_BEARISH,-90.0,83.25,5,1,4,0,SELL,-100.0,80.0,135.07,VOLATILE_BREAKOUT,SELL,-100.0,85,0.40241,STRONG_TREND,SELL,-100.0,85,0.0008,STRONG_TREND,SELL,-100.0,85,0.49468,VOLATILE_BREAKOUT,BUY,100.0,90,0.068237,VOLATILE_BREAKOUT
1767545494.52064,STRONG_BEARISH,-90.0,83.25,5,1,4,0,SELL,-100.0,80.0,134.99,VOLATILE_BREAKOUT,SELL,-100.0,85,0.40123,STRONG_TREND,SELL,-100.0,85,0.000797,STRONG_TREND,SELL,-100.0,85,0.49431,VOLATILE_BREAKOUT,BUY,100.0,90,0.068072,VOLATILE_BREAKOUT
1767545717.973179,STRONG_BEARISH,-90.0,83.0,5,1,4,0,SELL,-100.0,80.0,135.05,VOLATILE_BREAKOUT,SELL,-100.0,85,0.40086,STRONG_TREND,SELL,-100.0,85,0.000801,STRONG_TREND,SELL,-100.0,85,0.49374,VOLATILE_BREAKOUT,BUY,100.0,85,0.068227,VOLATILE_BREAKOUT
1767549371.798219,STRONG_BEARISH,-100.0,83.0,5,0,5,0,SELL,-100.0,80.0,134.85,VOLATILE_BREAKOUT,SELL,-100.0,85,0.4041,STRONG_TREND,SELL,-100.0,85,0.000793,STRONG_TREND,SELL,-100.0,85,0.49247,VOLATILE_BREAKOUT,SELL,-100.0,85,0.068107,VOLATILE_BREAKOUT
1767553024.671749,STRONG_BEARISH,-100.0,83.0,5,0,5,0,SELL,-100.0,80.0,134.01,VOLATILE_BREAKOUT,SELL,-100.0,85,0.40146,STRONG_TREND,SELL,-100.0,85,0.000788,STRONG_TREND,SELL,-100.0,85,0.48876,VOLATILE_BREAKOUT,SELL,-100.0,85,0.068204,VOLATILE_BREAKOUT
1767556665.369544,STRONG_BEARISH,-100.0,80.5,5,0,5,0,SELL,-100.0,75.0,133.47,VOLATILE_BREAKOUT,SELL,-100.0,85,0.40359,STRONG_TREND,SELL,-100.0,85,0.000787,STRONG_TREND,SELL,-100.0,80,0.48189,VOLATILE_BREAKOUT,SELL,-100.0,80,0.067279,VOLATILE_BREAKOUT
